[FIRs]
;ICAO|NAME|PREFIX POSITION|
EGTT-S|London ACC (South) - London|LTC_SE|EGTT-S
EGTT-S|London ACC (South) - London|LTC_SW|EGTT-S
EGTT-SC|London ACC (South-Central) - London|LON_SC|EGTT-SC
EGTT-SC|London ACC (South-Central) - London|LTC|EGTT-SC
EGTT-W|London ACC (West) - London|LON_W|EGTT-W
EGVV|Swanwick Military|LMLL|EGTT
EGVV|Swanick Military|SWML|EGTT
EGVV|Swanick Military|SWMIL|EGTT
EGVV|Swanick Military|SWAN|EGTT
EGWD|London Military|LMIL|EGTT
EGUJ|Neatishead Air Defence|NEAT|EGTT
EGQN|Buchan Air Defence|BUCH|EGPX
EGQN|Buchan Air Defence|BUAD|EGPX
EGQQ|Scottish Military|SMIL|EGPX
EGOM|Spadeadam Range|SPAD|EGTT
EHAA|Amsterdam||EHAA
EHMC|Dutch Mil (Military)||EHAA
EHML|Bandbox CRC (Military)||EHAA
EIDW|Dublin|DUB|EIDW
EISN|Shannon||EISN
EKDK|Kobenhavn||EKDK
ENBD|Bodo ACC - Norway||ENBD
ENBD-S|Bodo South ACC - Norway|ENBD_S|ENBD-S
ENOB|Bodo Oceanic||ENOB
ENOR|Norway|NOR|ENOR
ENOS|Oslo ACC - Norway|NOR-4|ENOS
ENOS|Oslo ACC - Norway|NOR-6|ENOS
ENSV|Stavanger ACC - Norway|NOR-9|ENSV
ENSV|Stavanger ACC - Norway|NOR-16|ENSV
EPWW|Warszawa|EPWA|EPWW
ESMM|Malmo ACC - Sweden||ESMM
ESOS|Stockholm ACC - Sweden||ESOS
ESSR|Stockholm RTC - Sweden||ESOS
EVRR|Riga||EVRR
EYVL|Vilnius||EYVL
FACA|Cape Town||FACA
FACA-E|Cape Town ACC (East) - Cape Town|FACA_E|FACA-E
FACA-W|Cape Town ACC (West) - Cape Town|FACA_W|FACA-W
FAJO|Johannesburg Oceanic||FAJO
FAJA|Johannesburg||FAJA
FBGR|Gaborone||FBGR
FCCC|Brazzaville||FCCC
FIMM|Mauritius||FIMM
FLFI|Lusaka||FLFI
FMMM|Antananarivo||FMMM
FNAN|Luanda||FNAN
FQBE|Beira||FQBE
FSSS|Seychelles||FSSS
FTTT|N'Djamena||FTTT
FVHA|Harare||FVHA
FWLL|Lilongwe||FWLL
FYWH|Windhoek||FYWH
FZZA|Kinshasa||FZZA
GCCC|Canarias||GCCC
GLRB|Roberts||GLRB
GMMM|Casablanca||GMMM
GOOO|Dakar||GOOO
GVSC|Sal Oceanic||GVSC
HAAA|Addis Ababa||HAAA
HBBA|Bujumbura||HBBA
HCSM|Mogadishu||HCSM
HECC|Cairo||HECC
HHAA|Asmara||HHAA
HKNA|Nairobi||HKNA
HLLL|Tripoli|TIP|HLLL
HLLL|Tripoli|HLLT|HLLL
HLLB|Benina|BEN|HLLL
HRYR|Kigali||HRYR
HSSS|Khartoum||HSSS
HTDC|Dar-Es-Salaam||HTDC
HUEC|Entebbe||HUEC
KZAB|Albuquerque|ABQ|KZAB
KZAU|Chicago|CHI|KZAU
KZAU|Chicago|ORD|KZAU
KZBW|Boston|BOS|KZBW
KZDC|Washington|DC|KZDC
KZDC|Washington|WAS|KZDC
KZDV|Denver|DEN|KZDV
KZFW|Fort Worth|FTW|KZFW
KZHU|Houston|HOU|KZHU
KZHU|Houston Oceanic|ZHU|KZHU
KZID|Indianapolis|IND|KZID
KZJX|Jacksonville|JAX|KZJX
KZKC|Kansas City|MCI|KZKC
KZKC|Kansas City|KC|KZKC
KZLA|Los Angeles|LAX|KZLA
KZLA|Los Angeles|LA|KZLA
KZLC|Salt Lake City|SLC|KZLC
KZMA|Miami|MIA|KZMA
KZMO|Miami Oceanic|ZMA|KZMO
KZMO|Miami Oceanic|ZMO|KZMO
KZME|Memphis|MEM|KZME
KZMP|Minneapolis|MSP|KZMP
KZNY|New York|NY|KZNY
KZWY|New York Oceanic|ZWY|KZWY
KZOA|Oakland|OAK|KZOA
KZAK|Oakland Oceanic|ZAK|KZAK
KZAK|Oakland Oceanic|OO|KZAK
KZAK|Oakland Oceanic|OOR|KZAK
KZAK|Oakland Oceanic|OORO|KZAK
KZA1|San Francisco Oceanic|SF|KZAK
KZA1|San Francisco Oceanic|SFR|KZAK
KZA1|San Francisco Oceanic|SFRO|KZAK
KZOB|Cleveland|CLE|KZOB
KZSE|Seattle|SEA|KZSE
KZTL|Atlanta|ATL|KZTL
LAAA|Tirana||LAAA
LBSR|Sofia||LBSR
LBWR|Varna||LBWR
LCCC|Nicosia||LCCC
LCCC-E|Nicosia ACC (East) - Nicosia|LCCC_E|LCCC-E
LCCC-S|Nicosia ACC (South) - Nicosia|LCCC_S|LCCC-S
LCCC-W|Nicosia ACC (West) - Nicosia|LCCC_W|LCCC-W
LDZO|Zagreb||LDZO
LECB|Barcelona|LEBL|LECB
LECM|Madrid|LEMD|LECM
LECS|Sevilla||LECS
LEZL|Sevilla ACC - Sevilla||LEZL
LECP|Palma|LEPA|LECP
LEVC|Valencia||LEVC
LFBB|Bordeaux||LFBB
LFEE|Reims||LFEE
LFFF|Paris|LFPG|LFFF
LFFM|France Military||LFFM
LFMM|Marseille||LFMM
LFRR|Brest||LFRR
LFUB|Bordeaux Upper||LFBB
LFUE|Reims Upper||LFEE
LFUM|Marseille Upper||LFMM
LFUP|Paris Upper||LFFF
LFUR|Brest Upper||LFRR
LGGG|Athens||LGGG
LGGG-E|Athens ACC (East) - Athens|LGGG_E|LGGG-E
LGGG-W|Athens ACC (West) - Athens|LGGG_W|LGGG-W
LGMD|Makedonia||LGMD
LHCC|Budapest||LHCC
LIBB|Brindisi||LIBB
LIMM|Milano||LIMM
LIPP|Padova||LIPP
LIRR|Roma||LIRR
LJLA|Ljubljana||LJLA
LKAA|Praha||LKAA
LLLL|Tel Aviv|LLTA|LLLL
LLLL|Tel Aviv|SHOLET|LLLL
LLSC|Tel Aviv South Control||LLLL
; dummy codes for Israel CVFR centers
LLPL|Pluto|PLUTO|LLLL
LLGV|Hagav|HAGAV|LLLL
LMMM|Malta||LMMM
LOVV|Wien|LOWW|LOVV
LPPC|Lisboa||LPPC
LPPO|Santa Maria|LPAZ|LPPO
LPAM|Lisboa Military||LPPC
LQSB|Sarajevo|LQSA|LQSB
LRBB|Bucharest||LRBB
LSAS|Switzerland|LSAG|LSAS
LSAS|Switzerland|LSAZ|LSAS
LTAA|Ankara|LTBA|LTAA
LUUU|Chisinau|LUKK|LUUU
LWSS|Skopje||LWSS
LYBA|Beograd||LYBA
LZBB|Bratislava||LZBB
MDCS|Santo Domingo||MDCS
MHTG|Central America||MHTG
MKJK|Kingston||MKJK
MMEX|Mexico|MEX|MMEX
MMID|Merida||MMID
MMTY|Monterrey||MMTY
MMZT|Mazatlan|MZT|MMZT
MMZT|Mazatlan|MMMZ|MMZT
MPZL|Panama||MPZL
MTEG|Port-Au-Prince||MTEG
MUFH|Havana|HAV|MUFH
MYNN|Nassau|MYNN|MYNN
NFFF|Nadi Oceanic|NFFF|
NVVV|Port Vila|NVVV|
NSTU|Pago Pago||NZZO
NTTT|Tahiti Oceanic||NTTT
NZZO|Auckland Oceanic||NZZO
NZCR|Christchurch (Raglan)|NZCH-R|NZCR
NZCB|Christchurch (Bay)|NZCH-B|NZCB
NZCT|Christchurch (Taranaki)|NZCH-T|NZCT
NZCK|Christchurch (Kaikoura)|NZCH-K|NZCK
NZCS|Christchurch (South)|NZCH-S|NZCS
NZOH|Ohakea ||NZOH
NZCM|McMurdo||NZCM
NSFA|Faleolo (Non-Standard)||NSFA
OAKX|Kabul||OAKX
OBBB|Bahrain||OBBB
OEJD|Jeddah||OEJD
OIIX|Tehran||OIIX
OJAC|Amman||OJAC
OKAC|Kuwait||OKAC
OLBB|Beirut|BEY|OLBB
OLBB|Beirut|OLBA|OLBB
OMAE|Emirates|UAE|OMAE
OOMM|Muscat||OOMM
OPKR|Karachi||OPKR
OPLR|Lahore||OPLR
ORBB|Baghdad||ORBB
OSTT|Damascus|OSDI|OSTT
OYSC|Sanaa||OYSC
PAZA|Anchorage|ANC|PAZA
PGZU|Guam|GU|PGZU
PGZU|Guam|GUM|PGZU
PGZU|Guam|GUAM|PGZU
PGZU|Guam|UAM|PGZU
PHZH|Honolulu|HNL|PHZH
PHZH|Honolulu|HCF|PHZH
RCAA|Taipei|TPE|RCAA
RJCG|Sapporo ACC - Fukuoka|SPO|RJCG
RJCG|Sapporo ACC - Fukuoka|RJCO|RJCG
RJDG|Fukuoka ACC - Fukuoka|FKO|RJDG
RJJJ|Fukuoka|TOKYO|RJJJ
RJJJ|Fukuoka|TOKYOE|RJJJ
RJJJ|Fukuoka|TOKYOS|RJJJ
RJJJ|Fukuoka|TOKYOW|RJJJ
RJJJ|Fukuoka|TYO|RJJJ
RJJJ|Fukuoka|TYOE|RJJJ
RJJJ|Fukuoka|TYOS|RJJJ
RJJJ|Fukuoka|TYOW|RJJJ
RJTG|Tokyo ACC - Fukuoka||RJTG
RKRR|Incheon||RKRR
RORG|Naha ACC - Fukuoka||RORG
RPHI|Manila||RPHI
SACF|Cordoba||SACF
SACO|Cordoba TMA - Cordoba||SACO
SAEF|Ezeiza||SAEF
SAEF-N|Ezeiza ACC (North) - Ezeiza|SAEF_N|SAEF-N
SAEF-S|Ezeiza ACC (South) - Ezeiza|SAEF_S|SAEF-S
BAIRES|Baires TMA - Ezeiza||BAIRES
SAMF|Mendoza||SAMF
SAME|Mendoza TMA - Mendoza||SAME
SARR|Resistencia||SARR
SARE|Resistencia TMA - Resistencia||SARE
SAVF|Comodoro Rivadavia||SAVF
SAVC|Comodoro Rivadavia TMA - Comodoro Rivadavia||SAVC
SBAZ|Amazonica||SBAZ
SBBS|Brasilia|SBBR|SBBS
SBCW|Curitiba||SBCW
SBAO|Atlantico Oceanic||SBAO
SBRE|Recife||SBRE
SCCZ|Punta Arenas||SCCZ
SCEZ|Santiago||SCEZ
SCFZ|Antofagasta||SCFZ
SCIZ|Pascua||SCIZ
SCTZ|Puerto Mont||SCTZ
SEFG|Guayaquil||SEFG
SGFA|Asuncion||SGFA
SKEC|Barranquilla||SKEC
SKED|Bogota||SKED
SLLF|La Paz||SLLF
SMPM|Paramaribo||SMPM
SOOO|Rochambeau|SOCC|SOOO
SPIM|Lima||SPIM
; dummy codes for VATSIM callsigns
SPI1|Lima North|SP-N|SPIM
SPI2|Lima South|SP-S|SPIM
SPI3|Lima North East|SP-E|SPIM
SPI3|Lima North East|SP-NE|SPIM
SUEO|Montevideo||SUEO
SVZM|Maiquetia||SVZM
SYGC|Georgetown||SYGC
TJZS|San Juan|SJU|TJZS
TNCF|Curacao||TNCF
TTZP|Piarco||TTZP
;dummy code for Bermuda CTR
TXKF|Bermuda|BDA|TXKF
UAAA|Almaty||UAAA
UACC|Astana||UACC
UAII|Shymkent||UAII
UATT|Aktyubinsk||UATT
UBBA|Baku|UBBB|UBBA
UCFM|Bishkek||UCFM
UCFO|Osh||UCFO
UDDD|Yerevan|UGEE|UDDD
UEEE|Yakutsk||UEEE
UGGG|Tbilisi||UGGG
UHHH|Khabarovsk||UHHH
UHMM|Magadan||UHMM
UHPP|Petropavlovsk-Kamchatsky||UHPP
UIII|Irkutsk||UIII
UKBV|Kyiv|UKBB|UKBV
UKFV|Simferopol|UKFF|UKFV
UKDV|Dnipropetrovsk||UKDV
UKLV|Lviv|UKLL|UKLV
UKOV|Odesa|UKOO|UKOV
ULAA|Arkhangelsk ACC - Arkhangelsk||ULAA
ULAM|Naryan-Mar ACC - Arkhangelsk||ULAM
ULKK|Kotlas ACC - Arkhangelsk||ULKK
ULLL|Sankt-Peterburg ACC - Sankt-Peterburg||ULLL
ULMM|Murmansk||ULMM
ULWW|Vologda ACC - Sankt-Peterburg||ULWW
UMKK|Kaliningrad||UMKK
UMMV|Minsk|UMMM|UMMV
UNKL|Krasnoyarsk||UNKL
UNNT|Novosibirsk||UNNT
URRV|Rostov||URRV
USCC|Chelyabinsk ACC - Yekaterinburg||USCC
USDD|Salekhard ACC - Tyumen||USDD
USDK|Kamenny Mys ACC - Tyumen||USDK
USDS|Tarko-Sale ACC - Tyumen||USDS
USKK|Kirov ACC - Yekaterinburg||USKK
USPP|Perm ACC - Yekaterinburg||USPP
USSS|Yekaterinburg ACC - Yekaterinburg||USSS
USTR|Tyumen ACC - Tyumen||USTR
UTAA|Ashkhabad||UTAA
UTAK|Turkmenbashy||UTAK
UTAT|Dashkhovuz||UTAT
UTAV|Turkmenabat||UTAV
UTDD|Dushanbe||UTDD
UTNR|Nukus||UTNR
UTSD|Samarkand||UTSD
UTTR|Tashkent||UTTR
UUWV|Moscow||UUWV
UUYY|Syktyvkar||UUYY
UWWW|Samara||UWWW
VAAH|Ahmedabad||VAAH
VABB|Mumbai ACC - Mumbai||VABB
VABF|Mumbai||VABF
VABX|Mumbai Oceanic||VABX
VANP|Nagpur||VANP
VCCF|Colombo||VCCF
VDPP|Phnom Penh||VDPP
VEBN|Varanasi||VEBN
VECC|Kolkata ACC - Kolkata||VECC
VECC-B|Kolkata (Bhubneshwar) ACC - Kolkata||VECC-B
VECC-R|Kolkata (Raipur) ACC - Kolkata||VECC-R
VECF|Kolkata||VECF
VECX|Kolkata Oceanic||VECX
VEGF|Guwahati||VEGF
VGFR|Dhaka||VGFR
VHHK|Hong Kong|HKG|VHHK
VIDF|Delhi||VIDF
VIDP|Delhi ACC - Delhi||VIDP
VLVT|Vientiane||VLVT
VNSM|Kathmandu||VNSM
VOBL|Bengaluru||VOBL
VOCI|Cochin||VOCI
VOHS|Shamshabad (Hyderabad)||VOHS
VOMF|Chennai||VOMF
VOML|Mangalore||VOML
VOMM|Chennai ACC - Chennai||VOMM
VOMX|Chennai Oceanic||VOMX
VOTV|Trivandrum||VOTV
VRMF|Male||VRMF
VTBB|Bangkok||VTBB
VVVV|Hanoi||VVVV
VVTS|Ho-Chi-Minh||VVTS
VYYF|Rangoon|VYYY|VYYF
WAAF|Ujung Pandang|WAAZ|WAAF
WAAF|Ujung Pandang|WADD|WAAF
WAAF|Ujung Pandang|WARR|WAAF
WABZ|Biak|WABF|WAAF
WBFC|Kota Kinabalu||WBFC
WIIF|Jakarta|WIIZ|WIIF
WMFC|Kuala Lumpur||WMFC
WRRZ|Bali|WRRF|WAAF
WSJC|Singapore||WSJC
YARA|Brisbane (Arafura) 133.7|BN-ARA|
YASP|Melbourne (Alice Springs) 131.8|ML-ASP|
YWOL|Melbourne (Wollongong) 125.0|ML-WOL|
YBKE|Melbourne (Bourke) 128.2|ML-BKE|
YDOS|Brisbane (Downs) 135.6|BN-DOS|
YESP|Melbourne (Esperance) 123.95|ML-ESP|
YORE|Melbourne (Ore) 127.0|ML-ORE|
YIND|Brisbane Radio (Indian) 122.4|ML-IND|
YISA|Brisbane (Isa) 125.2|BN-ISA|
YMDE|Brisbane (Mudgee) 133.0|BN-MDE|
YSNO|Melbourne (Snowy) 124.0|ML-SNO|
YTAS|Melbourne (Tasmania) 123.8|ML-TAS|
YTBD|Melbourne (Tailem Bend) 125.3|ML-TBD|
YTBP|Brisbane (Tabletop) 120.55|BN-TBP|
YTRT|Brisbane (Territory) 133.2|BN-TRT|
YTSN|Brisbane Radio (Tasman) 128.6|BN-TSN|YTSN
YARM|Brisbane (Armadale) 130.9* (133.0)|BN-ARM|
YAUG|Melbourne (Augusta) 127.05* (125.3)|ML-AUG|
YBAR|Brisbane (Barra) 123.8* (120.55)|BN-BAR|
YGTH|Melbourne (Griffith) 122.75* (125.0)|ML-GTH|
YBIK|Melbourne (Bindook) 129.8* (125.0)|ML-BIK|
YKAT|Melbourne (Katomba) 133.5* (125.0)|ML-KAT|
YBIL|Melbourne (Billabong) 132.0* (127.0)|ML-BIL|
YBUR|Brisbane (Burnett) 123.0* (135.6)|BN-BUR|
YCOL|Brisbane Radio (Coral) 129.6* (128.6)|BN-COL|
YCRS|Melbourne (Cross) 135.8* (123.95)|ML-CRS|
YCVN|Brisbane (Carnarvon) 133.8* (135.6)|BN-CVN|
YELW|Melbourne (Eildon Weir) 123.75* (124.0)|ML-ELW|
YFLD|Brisbane Radio (Flinders) 129.5* (128.6)|BN-FLD|
YFOR|Melbourne (Forest) 132.7* (131.8)|ML-FOR|
YGEL|Melbourne (Geraldton) 134.2* (123.95)|ML-GEL|
YGRN|Brisbane (Grafton) 120.3* (135.6)|BN-GRN|
YGVE|Melbourne (Grove) 133.8* (123.95)|ML-GVE|
YHUM|Melbourne (Hume) 132.2* (124.0)|ML-HUM|
YHWE|Brisbane Radio (Howe) 124.6* (128.6)|BN-HWE|
YHYD|Melbourne (Hyden) 118.2* (123.95)|ML-HYD|
YINE|Brisbane Radio (Indian East) 123.65* (122.4)|ML-INE|
YINS|Brisbane Radio (Indian South) 123.2* (122.4)|ML-INS|
YJAR|Melbourne (Jarrah) 120.3* (123.95)|ML-JAR|
YKEN|Brisbane (Kennedy) 120.15* (120.55)|BN-KEN|
YKIY|Brisbane (Kimberley) 133.4* (133.2)|BN-KIY|
YKPL|Brisbane (Keppel) 125.9* (135.6)|BN-KPL|
YLEA|Melbourne (Leeman) 122.4* (123.95)|ML-LEA|
YMLD|Brisbane (Maitland) 132.35* (133.0)|BN-MLD|
YMOR|Melbourne (Morris) 133.7* (127.0)|ML-MOR|
YMUN|Melbourne (Mungo) 132.6* (125.3)|ML-MUN|
YOCN|Brisbane (Ocean) 133.6* (133.0)|BN-OCN|
YOXL|Melbourne (Oxley) 128.5* (125.3)|ML-OXL|
YPIY|Melbourne (Pingelly) 133.9* (123.95)|ML-PIY|
YSDY|Brisbane (Straddy) 134.4* (135.6)|BN-SDY|
YSWY|Brisbane (Swampy) 133.2* (120.55)|BN-SWY|
YSTR|Brisbane (Sturt) 134.4* (133.2)|BN-STR|
YTFR|Melbourne (Telfer) 125.4* (127.0)|ML-TFR|
YWAR|Melbourne (Warburton) 124.9* (131.8)|ML-WAR|
YWEG|Brisbane (Warrego) 132.45* (125.2)|BN-WEG|
YWON|Melbourne (Wonthaggi) 135.3* (124.0)|ML-WON|
YWRA|Melbourne (Woomera) 132.8* (128.2)|ML-WRA|
YYWE|Melbourne (Yarrowee) 134.32* (124.0)|ML-YWE|
ZBPE|Beijing||ZBPE
ZHCC|Zhengzhou ACC - Wuhan||ZHCC
ZHHH|Wuhan ACC - Wuhan||ZHHH
ZHWH|Wuhan||ZHWH
ZGZU|Guangzhou||ZGZU
ZJSA|Sanya||ZJSA
ZKKP|Pyongyang||ZKKP
ZLHW|Lanzhou||ZLHW
ZPKM|Kunming||ZPKM
ZSHA|Shanghai|ZSSS|ZSHA
ZWUQ|Urumqi||ZWUQ
ZYSH|Shenyang||ZYSH
ZMBZ|Ulaanbaatar||ZMBZ
